招标单位,年份,地区,新老客户,服装类型,单位,中标情况,报价,成本,限价,评标方法
中国大唐集团有限公司,2023,北京,,包2,江苏丹禾服饰有限公司,,31435500,27661552,,
中国大唐集团有限公司,2023,北京,,包2,际华三五零二职业装有限公司,,31675800,27661552,,
中国大唐集团有限公司,2023,北京,,包2,和田泰和纺织服装有限责任公司,,31818500,27661552,,
中国大唐集团有限公司,2023,北京,,包2,罗蒙集团股份有限公司,,31918200,27661552,,
中国大唐集团有限公司,2023,北京,,包2,海澜之家集团股份有限公司,,32375400,27661552,,
中国大唐集团有限公司,2023,北京,,包1,江苏虎豹集团有限公司,,52832800,58089317,,
中国大唐集团有限公司,2023,北京,,包1,江苏阳光集团有限公司,,55361200,58089317,,
中国大唐集团有限公司,2023,北京,,包1,邦威防护科技股份有限公司,,58516600,58089317,,
中国大唐集团有限公司,2023,北京,,包1,优普泰（深圳）科技有限公司,,58595500,58089317,,
中国大唐集团有限公司,2023,北京,,包1,江苏丹禾服饰有限公司,,60499400,58089317,,
中国大唐集团有限公司,2023,北京,,包1,和田泰和纺织服装有限责任公司,,60647700,58089317,,
中国大唐集团有限公司,2023,北京,,包1,海澜之家集团股份有限公司,,60724700,58089317,,
中国大唐集团有限公司,2023,北京,,包1,际华三五零二职业装有限公司,,60820300,58089317,,
中国大唐集团有限公司,2023,北京,,包1,罗蒙集团股份有限公司,,61086400,58089317,,
中国电建集团北京勘测设计研究院有限公司,2023,北京,,,报喜鸟控股股份有限公司,,14850000,,,
中国电建集团北京勘测设计研究院有限公司,2023,北京,,,山东希努尔服装有限公司,,14850000,,,
中国电建集团北京勘测设计研究院有限公司,2023,北京,,,海澜之家集团股份有限公司,,14850000,,,
中国电建集团北京勘测设计研究院有限公司,2023,北京,,,罗蒙集团股份有限公司,,14850000,,,
深圳供电局有限公司,2023,广东,,现场工作服2,海澜之家集团股份有限公司,,1911000,,,
深圳供电局有限公司,2023,广东,,现场工作服2,上海宝鸟服饰有限公司,,1895236,,,
深圳供电局有限公司,2023,广东,,现场工作服2,广东杰登实业集团有限公司,,1841000,,,
深圳供电局有限公司,2023,广东,,现场工作服2,广东浪登服装有限公司,,1845200,,,
深圳供电局有限公司,2023,广东,,现场工作服2,武汉天鸣集团有限公司,,1895180,,,
深圳供电局有限公司,2023,广东,,现场工作服2,江苏丹禾服饰有限公司,,1769600,,,
深圳供电局有限公司,2023,广东,,现场工作服2,浙江康鸟服饰有限公司,,2028124,,,
深圳供电局有限公司,2023,广东,,现场工作服2,邦威防护科技股份有限公司,,1793400,,,
深圳供电局有限公司,2023,广东,,现场工作服1,海澜之家集团股份有限公司,,2230500,,,
深圳供电局有限公司,2023,广东,,现场工作服1,上海宝鸟服饰有限公司,,2213783,,,
深圳供电局有限公司,2023,广东,,现场工作服1,广东杰登实业集团有限公司,,2149000,,,
深圳供电局有限公司,2023,广东,,现场工作服1,广东浪登服装有限公司,,2158800,,,
深圳供电局有限公司,2023,广东,,现场工作服1,武汉天鸣集团有限公司,,2214544,,,
深圳供电局有限公司,2023,广东,,现场工作服1,江苏丹禾服饰有限公司,,2067200,,,
深圳供电局有限公司,2023,广东,,现场工作服1,浙江康鸟服饰有限公司,,2369271,,,
深圳供电局有限公司,2023,广东,,现场工作服1,邦威防护科技股份有限公司,,2094800,,,
深圳供电局有限公司,2023,广东,,职业服,海澜之家集团股份有限公司,,2132020,,,
深圳供电局有限公司,2023,广东,,职业服,依文服饰股份有限公司,,2062220,,,
深圳供电局有限公司,2023,广东,,职业服,广东杰登实业集团有限公司,,2256790,,,
深圳供电局有限公司,2023,广东,,职业服,广东浪登服装有限公司,,2064910,,,
深圳供电局有限公司,2023,广东,,职业服,江苏虎豹集团有限公司,,2090625,,,
广州快速交通建设有限公司,2023,广东,,,湖南派意特服饰有限公司,,4114136,,,
广州快速交通建设有限公司,2023,广东,,,广东爵豪服饰科技有限公司,,3732856,,,
广州快速交通建设有限公司,2023,广东,,,海澜之家集团股份有限公司,,4278284,,,
广州快速交通建设有限公司,2023,广东,,,广东浪登服装有限公司,,3971968,,,
广州快速交通建设有限公司,2023,广东,,,湖南省韶峰服饰有限公司,,3788770,,,
广州快速交通建设有限公司,2023,广东,,,浙江爱伊美服装有限公司,,4682061,,,
广州快速交通建设有限公司,2023,广东,,,广东伟帮服装实业有限公司,,4639082.18,,,
广州快速交通建设有限公司,2023,广东,,,湖南新资服饰有限公司,,4638972,,,
山东高速集团,2023,山东,,工作服,海澜之家集团股份有限公司,,6909000,,,
山东高速集团,2023,山东,,工作服,山东岱银纺织集团股份有限公司,,6575000,,,
山东高速集团,2023,山东,,工作服,才子服饰股份有限公司,,7233200,,,
山东高速集团,2023,山东,,工作服,山东希努尔服装有限公司,,7025000,,,
山东高速集团,2023,山东,,工作服,江苏鹿港科技有限公司,,6954000,,,
山东高速集团,2023,山东,,制服,海澜之家集团股份有限公司,,27804000,,,
山东高速集团,2023,山东,,制服,福建七匹狼实业股份有限公司,,23779000,,,
山东高速集团,2023,山东,,制服,才子服饰股份有限公司,,27332200,,,
山东高速集团,2023,山东,,制服,江苏鹿港科技有限公司,,26265750,,,
山东高速集团,2023,山东,,制服,江苏虎豹集团有限公司,,27552000,,,
深圳市公安局龙岗分局,2023,广东,,,深圳市黑与白实业有限公司,,6331381,,,
深圳市公安局龙岗分局,2023,广东,,,海澜之家集团股份有限公司,,7228907,,,
深圳市公安局龙岗分局,2023,广东,,,加佳控股集团有限公司,,7516701,,,
深圳市公安局龙岗分局,2023,广东,,,深圳千百盾安全防护装备有限公司,,6600080,,,
深圳市公安局龙岗分局,2023,广东,,,江苏卡思迪莱服饰有限公司,,7118635,,,
深圳市公安局龙岗分局,2023,广东,,,深圳市铂金盾服装有限公司,,6990880,,,
深圳市公安局龙岗分局,2023,广东,,,广东彼派科技实业有限公司,,7417529,,,
深圳市公安局龙岗分局,2023,广东,,,深圳恒升应急科技有限公司,,5191888,,,
深圳市公安局龙岗分局,2023,广东,,,深圳市伊达丽服装有限公司,,6823110,,,
深圳市公安局龙岗分局,2023,广东,,,广东邑安实业有限公司,,6358083,,,
中国移动通信集团湖北有限公司,2023,湖北,,,才子服饰股份有限公司,,19902748.76,,,
中国移动通信集团湖北有限公司,2023,湖北,,,海澜之家集团股份有限公司,,19243165.5,,,
中国移动通信集团湖北有限公司,2023,湖北,,,江苏澳洋纺织实业有限公司,,19655879.92,,,
中国移动通信集团湖北有限公司,2023,湖北,,,宁波培罗成集团有限公司,,19449040.2,,,
中国移动通信集团湖北有限公司,2023,湖北,,,山东希努尔服装有限公司,,19152570.01,,,
南方航空,2023,,,羽绒服,四川圣山白玉兰实业有限公司,,36034640.00,,,
南方航空,2023,,,羽绒服,威海纺织集团进出口有限责任公司,,35719360.00,,,
南方航空,2023,,,羽绒服,山东耶莉娅服装集团有限公司,,35728200,,,
南方航空,2023,,,羽绒服,才子服饰股份有限公司,,33762800.00,,,
南方航空,2023,,,羽绒服,江苏丹禾服饰有限公司,,34514116.00,,,
南方航空,2023,,,羽绒服,江苏苏美达轻纺国际贸易有限公司,,34124820.00,,,
南方航空,2023,,,羽绒服,江苏雅鹿品牌运营股份有限公司,,33376288,,,
南方航空,2023,,,羽绒服,波司登羽绒服装有限公司,,34871200.00,,,
南方航空,2023,,,羽绒服,海澜之家集团股份有限公司,,34788600,,,
南方航空,2023,,,羽绒服,际华三五零二职业装有限公司,,36065000,,,
南方航空,2023,,,羽绒服,际华三五零六纺织服装有限公司,,34896704.00,,,
南方航空,2023,,,羽绒服,青州市坦博尔服饰股份有限公司,,32625800,,,
山东省公安厅,2022,山东,,鞋子,浙江金萨克服饰皮具有限公司,1,77173.2,,,
山东省公安厅,2022,山东,,警用T恤,加佳控股集团有限公司,1,177611.85,,,
山东省公安厅,2022,山东,,警用单裤,山东福瑞华服装有限公司,1,410630.1,,,
山东省公安厅,2022,山东,,警用衬衣,山东碧海标志服装有限公司,1,335697.6,,,
山东省公安厅,2022,山东,,警用T恤,加佳控股集团有限公司,1,1017892.35,,,
山东省公安厅,2022,山东,,警服春秋执勤服,山东璟华标志服装有限责任公司,1,447150.6,,,
山东省公安厅,2022,山东,,春秋执勤服,山东耶莉娅服装集团有限公司,1,695591.85,,,
南方航空,2023,,,女乘务员夏装,佛山市南海NO.１实业有限公司,,31338200.00,,,
南方航空,2023,,,女乘务员夏装,依文服饰股份有限公司,,31338200.00,,,
南方航空,2023,,,女乘务员夏装,北京红都集团有限公司,,31810800.00,,,
南方航空,2023,,,女乘务员夏装,厦门优佳丽服饰有限公司,,30590600,,,
南方航空,2023,,,女乘务员夏装,四川豪尔泰服饰有限公司,,32354600.00,,,
南方航空,2023,,,女乘务员夏装,宁波培罗成集团有限公司,,29806000.00,,,
南方航空,2023,,,女乘务员夏装,山东南山智尚科技股份有限公司,,30120000.00,,,
南方航空,2023,,,女乘务员夏装,山东希努尔男装有限公司,,30699400.00,,,
南方航空,2023,,,女乘务员夏装,山东耶莉娅服装集团有限公司,,31430600,,,
南方航空,2023,,,女乘务员夏装,广东伟帮服装实业有限公司,,29289020,,,
南方航空,2023,,,女乘务员夏装,广东浪登服装有限公司,,27473600.00,,,
南方航空,2023,,,女乘务员夏装,广东鹏运实业有限公司,,29704860.00,,,
南方航空,2023,,,女乘务员夏装,广州市永安美景服装实业有限公司,,29901800,,,
南方航空,2023,,,女乘务员夏装,才子服饰股份有限公司,,29686200.00,,,
南方航空,2023,,,女乘务员夏装,杭州万事利丝绸文化股份有限公司,,29704860,,,
